2022, 10
2023, 10
2024, 9
2025, 9
2026, 9
2027, 9
2028, 9
2029, 9
2030, 9
2031, 9
2032, 9
2033, 9
2034, 9
2035, 9
2036, 9
2037, 10
2038, 11
2039, 13
2040, 14
2041, 16
2042, 16
2043, 18
2044, 18
2045, 19
2046, 19
2047, 19
2048, 17
2049, 17
2050, 15
2051, 15
2052, 15
2053, 15
2054, 15
2055, 15
2056, 15
2057, 15
2058, 15
2059, 15
2060, 15
2061, 15
2062, 15
2063, 15
2064, 15
2065, 15
2066, 15
2067, 15
2068, 16
2069, 17
2070, 20
2071, 22
2072, 26
2073, 26
2074, 30
2075, 30
2076, 33
2077, 33
2078, 34
2079, 34
2080, 34
2081, 33
2082, 32
2083, 31
2084, 31
2085, 30
2086, 30
2087, 29
2088, 29
2089, 29
2090, 29
2091, 29
2092, 29
2093, 29
2094, 29
2095, 29
2096, 29
2097, 29
2098, 29
2099, 30
2100, 31
2101, 35
2102, 38
2103, 44
2104, 45
2105, 52
2106, 52
2107, 57
2108, 57
2109, 59
2110, 59
2111, 60
2112, 59
2113, 58
2114, 56
2115, 55
2116, 53
2117, 53
2118, 51
2119, 51
2120, 50
2121, 50
2122, 50
2123, 50
2124, 50
2125, 50
2126, 50
2127, 50
2128, 50
2129, 50
2130, 51
2131, 52
2132, 57
2133, 61
2134, 70
2135, 71
2136, 82
2137, 82
2138, 92
2139, 92
2140, 98
2141, 98
2142, 100
2143, 99
2144, 99
2145, 96
2146, 94
2147, 90
2148, 90
2149, 86
2150, 86
2151, 83
2152, 83
2153, 82
2154, 82
2155, 82
2156, 82
2157, 82
2158, 82
2159, 82
2160, 82
2161, 83
2162, 84
2163, 89
2164, 94
2165, 104
2166, 108
2167, 124
2168, 125
2169, 145
2170, 145
2171, 157
2172, 157
2173, 161
2174, 160
2175, 162
2176, 158
2177, 156
2178, 150
2179, 149
2180, 142
2181, 142
2182, 137
2183, 137
2184, 135
2185, 135
2186, 134
2187, 134
2188, 134
2189, 134
2190, 134
2191, 134
2192, 135
2193, 136
2194, 142
2195, 148
2196, 160
2197, 166
2198, 187
2199, 190
2200, 215
2201, 215
2202, 244
2203, 244
2204, 257
2205, 256
2206, 261
2207, 256
2208, 254
2209, 245
2210, 244
2211, 233
2212, 233
2213, 223
2214, 223
2215, 217
2216, 217
2217, 215
2218, 215
2219, 214
2220, 214
2221, 214
2222, 214
2223, 215
2224, 216
2225, 223
2226, 230
2227, 247
2228, 254
2229, 284
2230, 287
2231, 327
2232, 330
2233, 374
2234, 374
2235, 407
2236, 406
2237, 416
2238, 411
2239, 410
2240, 400
2241, 397
2242, 381
2243, 380
2244, 360
2245, 360
2246, 348
2247, 348
2248, 344
2249, 344
2250, 341
2251, 341
2252, 340
2253, 340
2254, 341
2255, 342
2256, 349
2257, 356
2258, 378
2259, 386
2260, 425
2261, 430
2262, 485
2263, 491
2264, 563
2265, 564
2266, 620
2267, 619
2268, 644
2269, 638
2270, 644
2271, 632
2272, 631
2273, 610
2274, 607
2275, 582
2276, 582
2277, 553
2278, 553
2279, 540
2280, 540
2281, 534
2282, 534
2283, 532
2284, 532
2285, 533
2286, 534
2287, 542
2288, 550
2289, 575
2290, 586
2291, 639
2292, 650
2293, 730
2294, 740
2295, 847
2296, 854
2297, 960
2298, 959
2299, 1017
2300, 1010
2301, 1031
2302, 1014
2303, 1017
2304, 987
2305, 985
2306, 945
2307, 942
2308, 898
2309, 898
2310, 865
2311, 865
2312, 854
2313, 854
2314, 850
2315, 850
2316, 850
2317, 851
2318, 860
2319, 869
2320, 898
2321, 912
2322, 982
2323, 1001
2324, 1119
2325, 1137
2326, 1286
2327, 1299
2328, 1475
2329, 1479
2330, 1598
2331, 1591
2332, 1645
2333, 1623
2334, 1644
2335, 1605
2336, 1608
2337, 1553
2338, 1547
2339, 1475
2340, 1474
2341, 1418
2342, 1418
2343, 1392
2344, 1392
2345, 1380
2346, 1380
2347, 1376
2348, 1377
2349, 1386
2350, 1395
2351, 1430
2352, 1448
2353, 1536
2354, 1564
2355, 1724
2356, 1753
2357, 1971
2358, 1994
2359, 2251
2360, 2264
2361, 2488
2362, 2484
2363, 2606
2364, 2581
2365, 2636
2366, 2583
2367, 2597
2368, 2517
2369, 2512
2370, 2405
2371, 2398
2372, 2292
2373, 2292
2374, 2233
2375, 2233
2376, 2205
2377, 2205
2378, 2196
2379, 2197
2380, 2206
2381, 2216
2382, 2257
2383, 2280
2384, 2386
2385, 2423
2386, 2638
2387, 2682
2388, 2999
2389, 3040
2390, 3431
2391, 3458
2392, 3838
2393, 3841
2394, 4106
2395, 4081
2396, 4208
2397, 4138
2398, 4180
2399, 4062
2400, 4059
2401, 3910
2402, 3902
2403, 3726
2404, 3721
2405, 3601
2406, 3601
2407, 3540
2408, 3540
2409, 3512
2410, 3513
2411, 3516
2412, 3526
2413, 3572
2414, 3601
2415, 3729
2416, 3781
2417, 4061
2418, 4123
2419, 4576
2420, 4646
2421, 5221
2422, 5274
2423, 5894
2424, 5916
2425, 6399
2426, 6375
2427, 6679
2428, 6594
2429, 6720
2430, 6560
2431, 6577
2432, 6359
2433, 6352
2434, 6095
2435, 6084
2436, 5859
2437, 5855
2438, 5725
2439, 5725
2440, 5660
2441, 5661
2442, 5648
2443, 5659
2444, 5704
2445, 5739
2446, 5888
2447, 5952
2448, 6307
2449, 6397
2450, 7023
2451, 7129
2452, 7963
2453, 8059
2454, 9016
2455, 9067
2456, 9916
2457, 9900
2458, 10469
2459, 10372
2460, 10674
2461, 10461
2462, 10563
2463, 10246
2464, 10248
2465, 9857
2466, 9841
2467, 9460
2468, 9450
2469, 9176
2470, 9172
2471, 9032
2472, 9033
2473, 8985
2474, 8996
2475, 9040
2476, 9081
2477, 9255
2478, 9341
2479, 9779
2480, 9913
2481, 10745
2482, 10913
2483, 12115
2484, 12281
2485, 13740
2486, 13840
2487, 15280
2488, 15292
2489, 16349
2490, 16247
2491, 16890
2492, 16616
2493, 16897
2494, 16445
2495, 16511
2496, 15936
2497, 15918
2498, 15297
2499, 15275
2500, 14783
2501, 14772
2502, 14451
2503, 14449
2504, 14308
2505, 14320
2506, 14341
2507, 14388
2508, 14582
2509, 14693
2510, 15241
2511, 15421
2512, 16528
2513, 16786
2514, 18484
2515, 18753
2516, 20928
2517, 21124
2518, 23460
2519, 23533
2520, 25481
2521, 25392
2522, 26640
2523, 26305
2524, 26996
2525, 26374
2526, 26611
2527, 25778
2528, 25803
2529, 24845
2530, 24819
2531, 23960
2532, 23940
2533, 23349
2534, 23341
2535, 23016
2536, 23026
2537, 22957
2538, 23012
2539, 23217
2540, 23357
2541, 24025
2542, 24265
2543, 25687
2544, 26065
2545, 28433
2546, 28860
2547, 32059
2548, 32413
2549, 36089
2550, 36276
2551, 39617
2552, 39569
2553, 42021
2554, 41638
2555, 43065
2556, 42248
2557, 42898
2558, 41699
2559, 41859
2560, 40399
2561, 40397
2562, 38947
2563, 38916
2564, 37831
2565, 37808
2566, 37128
2567, 37134
2568, 36876
2569, 36935
2570, 37096
2571, 37272
2572, 38076
2573, 38394
2574, 40231
2575, 40760
2576, 43965
2577, 44603
2578, 49254
2579, 49867
2580, 55451
2581, 55848
2582, 61395
2583, 61480
2584, 65966
2585, 65556
2586, 68460
2587, 67403
2588, 68861
2589, 67176
2590, 67713
2591, 65539
2592, 65635
2593, 63288
2594, 63255
2595, 61273
2596, 61228
2597, 59932
2598, 59926
2599, 59235
2600, 59296
2601, 59299
2602, 59509
2603, 60406
2604, 60824
2605, 63134
2606, 63863
2607, 68175
2608, 69112
2609, 75698
2610, 76692
2611, 85041
2612, 85785
2613, 94718
2614, 95031
2615, 102896
2616, 102542
2617, 108186
2618, 106902
2619, 110102
2620, 107778
2621, 109209
2622, 106015
2623, 106453
2624, 102767
2625, 102793
2626, 99412
2627, 99356
2628, 96835
2629, 96803
2630, 95339
2631, 95400
2632, 94983
2633, 95234
2634, 96113
2635, 96656
2636, 99516
2637, 100478
2638, 106194
2639, 107555
2640, 116725
2641, 118273
2642, 130593
2643, 131933
2644, 145806
2645, 146559
2646, 159807
2647, 159639
2648, 170025
2649, 168512
2650, 175117
2651, 172042
2652, 175418
2653, 170797
2654, 172081
2655, 166491
2656, 166779
2657, 161187
2658, 161136
2659, 156557
2660, 156484
2661, 153506
2662, 153546
2663, 152285
2664, 152568
2665, 153195
2666, 153887
2667, 157230
2668, 158518
2669, 165998
2670, 167947
2671, 180589
2672, 182973
2673, 200764
2674, 203070
2675, 224355
2676, 225936
2677, 247615
2678, 247863
2679, 266176
2680, 264575
2681, 277419
2682, 273418
2683, 280777
2684, 274302
2685, 277673
2686, 269334
2687, 270412
2688, 261430
2689, 261570
2690, 253583
2691, 253476
2692, 247711
2693, 247704
2694, 244641
2695, 244946
2696, 244809
2697, 245671
2698, 249335
2699, 251059
2700, 260557
2701, 263254
2702, 280392
2703, 283965
2704, 309266
2705, 312991
2706, 344878
2707, 347838
2708, 382254
2709, 383515
2710, 414915
2711, 413446
2712, 437265
2713, 432290
2714, 447305
2715, 438439
2716, 446178
2717, 433938
2718, 437081
2719, 423167
2720, 423942
2721, 410539
2722, 410480
2723, 399908
2724, 399844
2725, 393293
2726, 393597
2727, 391629
2728, 392678
2729, 396264
2730, 398518
2731, 410140
2732, 413904
2733, 436807
2734, 441988
2735, 477593
2736, 483458
2737, 530547
2738, 535751
2739, 589363
2740, 592357
2741, 644327
2742, 643695
2743, 686360
2744, 680486
2745, 709804
2746, 697883
2747, 714622
2748, 697091
2749, 704844
2750, 683565
2751, 686249
2752, 664391
2753, 664856
2754, 646271
2755, 646183
2756, 633271
2757, 633551
2758, 627634
2759, 628857
2760, 631190
2761, 634083
2762, 647905
2763, 653004
2764, 682839
2765, 690319
2766, 739736
2767, 748716
2768, 817123
2769, 825902
2770, 907826
2771, 913982
2772, 998115
2773, 999306
2774, 1073194
2775, 1066958
2776, 1122142
2777, 1106709
2778, 1141071
2779, 1116474
2780, 1134222
2781, 1102498
2782, 1109807
2783, 1075212
2784, 1077258
2785, 1045477
2786, 1045683
2787, 1021651
2788, 1021880
2789, 1008282
2790, 1009649
2791, 1008482
2792, 1012105
2793, 1027271
2794, 1034096
2795, 1072197
2796, 1082755
2797, 1150105
2798, 1163632
2799, 1261545
2800, 1275748
2801, 1398725
2802, 1410093
2803, 1543307
2804, 1548274
2805, 1672474
2806, 1667055
2807, 1766626
2808, 1747349
2809, 1814884
2810, 1781041
2811, 1819506
2812, 1773004
2813, 1790944
2814, 1737258
2815, 1743717
2816, 1691254
2817, 1692625
2818, 1649512
2819, 1649836
2820, 1621801
2821, 1623314
2822, 1613972
2823, 1618421
2824, 1632919
2825, 1641936
2826, 1689074
2827, 1703819
2828, 1793904
2829, 1813734
2830, 1952100
2831, 1974390
2832, 2156105
2833, 2176047
2834, 2383265
2835, 2395092
2836, 2599661
2837, 2597080
2838, 2770919
2839, 2748386
2840, 2875642
2841, 2830215
2842, 2908953
2843, 2842198
2844, 2883262
2845, 2801608
2846, 2818880
2847, 2734206
2848, 2739475
2849, 2664842
2850, 2666001
2851, 2611865
2852, 2613563
2853, 2587351
2854, 2592670
2855, 2601615
2856, 2613286
2857, 2669268
2858, 2689472
2859, 2807981
2860, 2836702
2861, 3029270
2862, 3063436
2863, 3328141
2864, 3361473
2865, 3677593
2866, 3701395
2867, 4030129
2868, 4034678
2869, 4331345
2870, 4307422
2871, 4538848
2872, 4479815
2873, 4634969
2874, 4541123
2875, 4629520
2876, 4507801
2877, 4549834
2878, 4416239
2879, 4431847
2880, 4306556
2881, 4310901
2882, 4211899
2883, 4214269
2884, 4155473
2885, 4161717
2886, 4154870
2887, 4169710
2888, 4231191
2889, 4258374
2890, 4410742
2891, 4451569
2892, 4715321
2893, 4766791
2894, 5147052
2895, 5200951
2896, 5675762
2897, 5719518
2898, 6237920
2899, 6256665
2900, 6750232
2901, 6729260
2902, 7138297
2903, 7064899
2904, 7358921
2905, 7229564
2906, 7410767
2907, 7232759
2908, 7327973
2909, 7121103
2910, 7161466
2911, 6955573
2912, 6969431
2913, 6795483
2914, 6800478
2915, 6682236
2916, 6689779
2917, 6647962
2918, 6666465
2919, 6723733
2920, 6759838
2921, 6948984
2922, 7006240
2923, 7361244
2924, 7437118
2925, 7976111
2926, 8060885
2927, 8763976
2928, 8840065
2929, 9642601
2930, 9687602
2931, 10492174
2932, 10482451
2933, 11187518
2934, 11101288
2935, 11640953
2936, 11467386
2937, 11824607
2938, 11568997
2939, 11772808
2940, 11459314
2941, 11556772
2942, 11226914
2943, 11265026
2944, 10967456
2945, 10980460
2946, 10757987
2947, 10768661
2948, 10655853
2949, 10678812
2950, 10710816
2951, 10758001
2952, 10981479
2953, 11060507
2954, 11528692
2955, 11639004
2956, 12391644
2957, 12522061
2958, 13548830
2959, 13675673
2960, 14900590
2961, 14991205
2962, 16277362
2963, 16294640
2964, 17481964
2965, 17389456
2966, 18351833
2967, 18126489
2968, 18807627
2969, 18447763
2970, 18865935
2971, 18399248
2972, 18619363
2973, 18101375
2974, 18197997
2975, 17702815
2976, 17738364
2977, 17337655
2978, 17356251
2979, 17110004
2980, 17139325
2981, 17103987
2982, 17164808
2983, 17407085
2984, 17514446
2985, 18117087
2986, 18274828
2987, 19308265
2988, 19505125
2989, 20984603
2990, 21189782
2991, 23031253
2992, 23197829
2993, 25219601
2994, 25291584
2995, 27250365
2996, 27168024
2997, 28842383
2998, 28561861
2999, 29820508
3000, 29324945
3001, 30151676
3002, 29468950
3003, 29940201
3004, 29143051
3005, 29371788
3006, 28565787
3007, 28659463
3008, 27961683
3009, 28001594
3010, 27514694
3011, 27555296
3012, 27372673
3013, 27451103
3014, 27672009
3015, 27815777
3016, 28563649
3017, 28785814
3018, 30181354
3019, 30473130
3020, 32572289
3021, 32895807
